Patent ID,Title,Publication Date,Result Link
US-11393568-B2,Blockchain prescription management system ,2022-07-19,https://patents.google.com/patent/US11393568B2/en
US-11504192-B2,Method of hub communication with surgical instrument systems ,2022-11-22,https://patents.google.com/patent/US11504192B2/en
US-11311342-B2,Method for communicating with surgical instrument systems ,2022-04-26,https://patents.google.com/patent/US11311342B2/en
US-11801098-B2,Method of hub communication with surgical instrument systems ,2023-10-31,https://patents.google.com/patent/US11801098B2/en
US-9079039-B2,State machine framework for programming closed-loop algorithms that control the delivery of therapy to a patient by an implantable medical device ,2015-07-14,https://patents.google.com/patent/US9079039B2/en
US-11810677-B2,Systems and methods for multiple instance learning for classification and localization in biomedical imaging ,2023-11-07,https://patents.google.com/patent/US11810677B2/en
US-10436615-B2,Virtual sensor system ,2019-10-08,https://patents.google.com/patent/US10436615B2/en
US-10832579-B2,Integrated ambulance tracking system ,2020-11-10,https://patents.google.com/patent/US10832579B2/en
US-11361082-B2,Anomalous activity detection in multi-provider transactional environments ,2022-06-14,https://patents.google.com/patent/US11361082B2/en
US-10430552-B2,Distributed telemedicine system and method ,2019-10-01,https://patents.google.com/patent/US10430552B2/en
US-11263764-B2,Methods and devices for surface motion tracking ,2022-03-01,https://patents.google.com/patent/US11263764B2/en
US-9922268-B2,Image interpretation report creating apparatus and image interpretation report creating system ,2018-03-20,https://patents.google.com/patent/US9922268B2/en
US-10863927-B2,Identifying fall risk using machine learning algorithms ,2020-12-15,https://patents.google.com/patent/US10863927B2/en
US-11684526-B2,Patient support apparatuses with navigation and guidance systems ,2023-06-27,https://patents.google.com/patent/US11684526B2/en
US-10902946-B2,Medication adherence device and coordinated care platform ,2021-01-26,https://patents.google.com/patent/US10902946B2/en
US-11715203-B2,"Image processing method and apparatus, server, and storage medium ",2023-08-01,https://patents.google.com/patent/US11715203B2/en
US-10484255-B2,Trustworthiness index computation in a network assurance system based on data source health monitoring ,2019-11-19,https://patents.google.com/patent/US10484255B2/en
US-11813480-B2,Systems and methods for generating a dose distribution ,2023-11-14,https://patents.google.com/patent/US11813480B2/en
US-11977137-B2,Systems and methods for magnetic resonance imaging ,2024-05-07,https://patents.google.com/patent/US11977137B2/en
US-10756963-B2,System and method for developing run time self-modifying interaction solution through configuration ,2020-08-25,https://patents.google.com/patent/US10756963B2/en
US-11310141-B2,Anomaly detection of model performance in an MLOps platform ,2022-04-19,https://patents.google.com/patent/US11310141B2/en
US-9319367-B2,Email optimization for predicted recipient behavior: determining a likelihood that a particular receiver-side behavior will occur ,2016-04-19,https://patents.google.com/patent/US9319367B2/en
US-11481416-B2,Question Answering using trained generative adversarial network based modeling of text ,2022-10-25,https://patents.google.com/patent/US11481416B2/en
US-10176642-B2,Systems and methods for computer assisted operation ,2019-01-08,https://patents.google.com/patent/US10176642B2/en
US-10887197-B2,Deep fusion reasoning engine (DFRE) for dynamic and explainable wireless network QoE metrics ,2021-01-05,https://patents.google.com/patent/US10887197B2/en
US-10505935-B1,Providing notifications to authorized users ,2019-12-10,https://patents.google.com/patent/US10505935B1/en
US-11256989-B2,Method for detecting and mitigating bias and weakness in artificial intelligence training data and models ,2022-02-22,https://patents.google.com/patent/US11256989B2/en
US-9161705-B2,Method and device for early detection of heart attack ,2015-10-20,https://patents.google.com/patent/US9161705B2/en
US-11812859-B2,System for enhancing sleep recovery and promoting weight loss ,2023-11-14,https://patents.google.com/patent/US11812859B2/en
US-10395059-B2,System and method to reduce a risk of re-identification of text de-identification tools ,2019-08-27,https://patents.google.com/patent/US10395059B2/en
US-9330257-B2,Adaptive observation of behavioral features on a mobile device ,2016-05-03,https://patents.google.com/patent/US9330257B2/en
US-11687786-B2,Pre-processing for data-driven model creation ,2023-06-27,https://patents.google.com/patent/US11687786B2/en
US-10546339-B2,System and method for providing a health service benefit based on a knowledge-based prediction of a person's health ,2020-01-28,https://patents.google.com/patent/US10546339B2/en
US-11250294-B2,Systems and methods for classification of arterial image regions and features thereof ,2022-02-15,https://patents.google.com/patent/US11250294B2/en
US-9795322-B1,Methods and systems for monitoring posture with alerts and analytics generated by a smart seat cover ,2017-10-24,https://patents.google.com/patent/US9795322B1/en
US-11574122-B2,Method and system for joint named entity recognition and relation extraction using convolutional neural network ,2023-02-07,https://patents.google.com/patent/US11574122B2/en
US-11660394-B2,Fluid infusion system that automatically determines and delivers a correction bolus ,2023-05-30,https://patents.google.com/patent/US11660394B2/en
US-10917439-B2,Contextual security behavior management and change execution ,2021-02-09,https://patents.google.com/patent/US10917439B2/en
US-11639527-B2,Methods for nucleic acid sequencing ,2023-05-02,https://patents.google.com/patent/US11639527B2/en
US-11177024-B2,Identifying and indexing discriminative features for disease progression in observational data ,2021-11-16,https://patents.google.com/patent/US11177024B2/en
US-11627903-B2,"Method for diagnosing cognitive disorder, and computer program ",2023-04-18,https://patents.google.com/patent/US11627903B2/en
US-11386988-B2,Systems and methods for deep-learning-based segmentation of composite images ,2022-07-12,https://patents.google.com/patent/US11386988B2/en
US-11680935-B2,Networked air quality monitoring ,2023-06-20,https://patents.google.com/patent/US11680935B2/en
US-11356320-B2,Identifying and locating a root cause of issues in a network having a known topology ,2022-06-07,https://patents.google.com/patent/US11356320B2/en
US-10720235-B2,Method and system for preference-driven food personalization ,2020-07-21,https://patents.google.com/patent/US10720235B2/en
US-11468693-B2,Digital image classification method for cervical fluid-based cells based on a deep learning detection model ,2022-10-11,https://patents.google.com/patent/US11468693B2/en
US-11291401-B2,Arrhythmia monitoring using photoplethysmography ,2022-04-05,https://patents.google.com/patent/US11291401B2/en
US-12069672-B2,"Method for monitoring scheduling information in wireless communication system, and device using method ",2024-08-20,https://patents.google.com/patent/US12069672B2/en
US-11496952-B2,Method for performing detection by node in wireless communication system and node using same method ,2022-11-08,https://patents.google.com/patent/US11496952B2/en
US-10574805-B2,Cloud-based contacts management ,2020-02-25,https://patents.google.com/patent/US10574805B2/en
US-10413180-B1,System and methods for automatic processing of digital retinal images in conjunction with an imaging device ,2019-09-17,https://patents.google.com/patent/US10413180B1/en
US-11321844-B2,Systems and methods for deep-learning-based segmentation of composite images ,2022-05-03,https://patents.google.com/patent/US11321844B2/en
US-10896351-B2,Active machine learning for training an event classification ,2021-01-19,https://patents.google.com/patent/US10896351B2/en
US-10594715-B2,Apparatus for detecting anomaly and operating method for the same ,2020-03-17,https://patents.google.com/patent/US10594715B2/en
US-12002309-B2,Systems and methods for managing vehicle data ,2024-06-04,https://patents.google.com/patent/US12002309B2/en
US-10673728-B2,Dynamic selection of models for hybrid network assurance architectures ,2020-06-02,https://patents.google.com/patent/US10673728B2/en
US-10797863-B2,Multi-domain cascade convolutional neural network ,2020-10-06,https://patents.google.com/patent/US10797863B2/en
US-11222242-B2,Contrastive explanations for images with monotonic attribute functions ,2022-01-11,https://patents.google.com/patent/US11222242B2/en
US-10672519-B2,System and method for making a human health prediction for a person through determination of health knowledge ,2020-06-02,https://patents.google.com/patent/US10672519B2/en
US-10807593-B1,Systems and methods for reconstruction of a vehicular crash ,2020-10-20,https://patents.google.com/patent/US10807593B1/en
US-11889439-B2,"Method for receiving downlink signal by terminal in wireless communication system, and terminal using same method ",2024-01-30,https://patents.google.com/patent/US11889439B2/en
US-11100683-B2,Image color adjustment method and system ,2021-08-24,https://patents.google.com/patent/US11100683B2/en
US-10881308-B2,Systems and methods for improving heart-rate variability ,2021-01-05,https://patents.google.com/patent/US10881308B2/en
US-11696789-B2,Consolidated user interface for modular energy system ,2023-07-11,https://patents.google.com/patent/US11696789B2/en
US-11342062-B2,Method and system for analysing sound ,2022-05-24,https://patents.google.com/patent/US11342062B2/en
US-11776676-B2,Apparatus and associated methods for determining exercise settings ,2023-10-03,https://patents.google.com/patent/US11776676B2/en
US-11804679-B2,Flexible hand-switch circuit ,2023-10-31,https://patents.google.com/patent/US11804679B2/en
US-11923084-B2,First and second communication protocol arrangement for driving primary and secondary devices through a single port ,2024-03-05,https://patents.google.com/patent/US11923084B2/en
US-11218822-B2,Audio tone construction for an energy module of a modular energy system ,2022-01-04,https://patents.google.com/patent/US11218822B2/en
US-9585589-B2,Computerized systems and methods for stability-theoretic prediction and prevention of sudden cardiac death ,2017-03-07,https://patents.google.com/patent/US9585589B2/en
US-12008555-B2,"Blockchain architecture, system, method and device including a hybrid public-private iteration for facilitating secure data collection and controlled distribution using a decentralized transaction information platform and token ecosystem ",2024-06-11,https://patents.google.com/patent/US12008555B2/en
US-8296247-B2,"Combination machine learning algorithms for computer-aided detection, review and diagnosis ",2012-10-23,https://patents.google.com/patent/US8296247B2/en
US-9913605-B2,Systems and methods for autonomous intravenous needle insertion ,2018-03-13,https://patents.google.com/patent/US9913605B2/en
US-11809387-B2,Pharmaceutical/life science technology evaluation and scoring ,2023-11-07,https://patents.google.com/patent/US11809387B2/en
US-11677948-B2,"Image compression and decoding, video compression and decoding: methods and systems ",2023-06-13,https://patents.google.com/patent/US11677948B2/en
US-11810673-B2,Method and system for medical suggestion search ,2023-11-07,https://patents.google.com/patent/US11810673B2/en
US-10147051-B2,Candidate answer generation for explanatory questions directed to underlying reasoning regarding the existence of a fact ,2018-12-04,https://patents.google.com/patent/US10147051B2/en
US-11490864-B2,Personalized avatar responsive to user physical state and context ,2022-11-08,https://patents.google.com/patent/US11490864B2/en
US-11963793-B2,Real-time tracking of cerebral hemodynamic response (RTCHR) of a subject based on hemodynamic parameters ,2024-04-23,https://patents.google.com/patent/US11963793B2/en
US-10474977-B2,Cognitive learning workflow execution ,2019-11-12,https://patents.google.com/patent/US10474977B2/en
US-10427786-B2,Drone authentication system ,2019-10-01,https://patents.google.com/patent/US10427786B2/en
US-12067725-B2,"Image region localization method, image region localization apparatus, and medical image processing device ",2024-08-20,https://patents.google.com/patent/US12067725B2/en
US-11804303-B2,Evaluation of respiratory disease risk in a geographic region based on medicament device monitoring ,2023-10-31,https://patents.google.com/patent/US11804303B2/en
US-12094109-B2,Image scoring for intestinal pathology ,2024-09-17,https://patents.google.com/patent/US12094109B2/en
US-11741083-B2,Cross-shard private atomic commit ,2023-08-29,https://patents.google.com/patent/US11741083B2/en
US-10673617-B1,"Methods, system and point-to-point encryption device microchip for AES-sea 512-bit key using identity access management utilizing blockchain ecosystem to improve cybersecurity ",2020-06-02,https://patents.google.com/patent/US10673617B1/en
US-10650474-B2,System and method for using social network content to determine a lifestyle category of users ,2020-05-12,https://patents.google.com/patent/US10650474B2/en
US-10580531-B2,System and method for predicting mortality amongst a user base ,2020-03-03,https://patents.google.com/patent/US10580531B2/en
US-11568364-B2,Computing system implementing morbidity prediction using a correlative health assertion library ,2023-01-31,https://patents.google.com/patent/US11568364B2/en
US-11355001-B2,Hand sanitation compliance enforcement systems and methods ,2022-06-07,https://patents.google.com/patent/US11355001B2/en
US-10769185-B2,Answer change notifications based on changes to user profile information ,2020-09-08,https://patents.google.com/patent/US10769185B2/en
US-11869637-B2,Systems and methods for analyzing captured biometric data ,2024-01-09,https://patents.google.com/patent/US11869637B2/en
US-10542961-B2,System and method for infrasonic cardiac monitoring ,2020-01-28,https://patents.google.com/patent/US10542961B2/en
US-10424219-B2,"System and method for educating users, including responding to patterns ",2019-09-24,https://patents.google.com/patent/US10424219B2/en
US-10940334-B2,Systems and methods for real time beam sculpting intra-operative-radiation-therapy treatment planning ,2021-03-09,https://patents.google.com/patent/US10940334B2/en
US-10236082-B1,Personal assistant computing system monitoring ,2019-03-19,https://patents.google.com/patent/US10236082B1/en
US-11010630-B2,Systems and methods for detecting landmark pairs in images ,2021-05-18,https://patents.google.com/patent/US11010630B2/en
US-10762637-B2,Vascular segmentation using fully convolutional and recurrent neural networks ,2020-09-01,https://patents.google.com/patent/US10762637B2/en
US-10753997-B2,Image standardization using generative adversarial networks ,2020-08-25,https://patents.google.com/patent/US10753997B2/en
US-11468664-B2,Machine learning to predict cognitive image composition ,2022-10-11,https://patents.google.com/patent/US11468664B2/en
US-10530811-B2,Routing systems and methods ,2020-01-07,https://patents.google.com/patent/US10530811B2/en
US-11776216-B2,System and method for extracting a region of interest from volume data ,2023-10-03,https://patents.google.com/patent/US11776216B2/en
US-8494829-B2,Sensor fusion and probabilistic parameter estimation method and apparatus ,2013-07-23,https://patents.google.com/patent/US8494829B2/en
US-11171975-B2,Dynamic inspection of networking dependencies to enhance anomaly detection models in a network assurance service ,2021-11-09,https://patents.google.com/patent/US11171975B2/en
US-10536402-B2,Context-sensitive generation of conversational responses ,2020-01-14,https://patents.google.com/patent/US10536402B2/en
US-10080841-B2,"Systems and methods for monitoring, managing, and treating asthma and anaphylaxis ",2018-09-25,https://patents.google.com/patent/US10080841B2/en
US-10285624-B2,"Systems, devices, and methods for estimating bilirubin levels ",2019-05-14,https://patents.google.com/patent/US10285624B2/en
US-11995213-B2,Event-based community creation for data sharing platform ,2024-05-28,https://patents.google.com/patent/US11995213B2/en
US-11575502-B2,"Homomorphic encryption processing device, system including the same and method of performing homomorphic encryption processing ",2023-02-07,https://patents.google.com/patent/US11575502B2/en
US-11842493-B2,Method and apparatus for predicting brain disease change through machine learning and program for the same ,2023-12-12,https://patents.google.com/patent/US11842493B2/en
US-10182768-B2,Heart failure event detection using multi-level categorical fusion ,2019-01-22,https://patents.google.com/patent/US10182768B2/en
US-11154375-B2,Medical robotic work station ,2021-10-26,https://patents.google.com/patent/US11154375B2/en
US-10212044-B2,Sparse coding of hidden states for explanatory purposes ,2019-02-19,https://patents.google.com/patent/US10212044B2/en
US-10242554-B2,System and method thereof for automatically routing a communication request addressed to a public safety answering point (PSAP) to a suitable dispatch unit ,2019-03-26,https://patents.google.com/patent/US10242554B2/en
US-10438350-B2,Material segmentation in image volumes ,2019-10-08,https://patents.google.com/patent/US10438350B2/en
US-12053285-B2,"Real time biometric recording, information analytics, and monitoring systems and methods ",2024-08-06,https://patents.google.com/patent/US12053285B2/en
US-12045217-B2,Topological data analysis of data from a fact table and related dimension tables ,2024-07-23,https://patents.google.com/patent/US12045217B2/en
US-11224344-B2,Method and system for determination of core body temperature ,2022-01-18,https://patents.google.com/patent/US11224344B2/en
US-10182766-B2,Intelligent apparatus for patient guidance and data capture during physical therapy and wheelchair usage ,2019-01-22,https://patents.google.com/patent/US10182766B2/en
US-11642183-B2,Systems and methods for fleet management of robotic surgical systems ,2023-05-09,https://patents.google.com/patent/US11642183B2/en
US-10176166-B2,Extracting veiled meaning in natural language content ,2019-01-08,https://patents.google.com/patent/US10176166B2/en
US-12003647-B2,Reduced-step blockchain verification of media file ,2024-06-04,https://patents.google.com/patent/US12003647B2/en
US-11689356-B2,Approximate hash verification of unused blockchain output ,2023-06-27,https://patents.google.com/patent/US11689356B2/en
US-11539527-B2,Peer node recovery via approximate hash verification ,2022-12-27,https://patents.google.com/patent/US11539527B2/en
US-11349637-B2,Random node selection for permissioned blockchain ,2022-05-31,https://patents.google.com/patent/US11349637B2/en
US-11277260-B2,Off-chain notification of updates from a private blockchain ,2022-03-15,https://patents.google.com/patent/US11277260B2/en
US-11800415-B2,Method and communication device for performing measurement ,2023-10-24,https://patents.google.com/patent/US11800415B2/en
US-11943237-B2,Malicious peer identification for database block sequence ,2024-03-26,https://patents.google.com/patent/US11943237B2/en
US-11949691-B2,Malicious peer identification ,2024-04-02,https://patents.google.com/patent/US11949691B2/en
US-11360963-B2,Tracking and verification of physical assets ,2022-06-14,https://patents.google.com/patent/US11360963B2/en
US-11711202-B2,Committing data to blockchain based on approximate hash verification ,2023-07-25,https://patents.google.com/patent/US11711202B2/en
US-11676117-B2,Blockchain compliance verification network ,2023-06-13,https://patents.google.com/patent/US11676117B2/en
US-11429738-B2,Blockchain endorsement with approximate hash verification ,2022-08-30,https://patents.google.com/patent/US11429738B2/en
US-11245440-B2,Method for performing measurement and wireless communication device ,2022-02-08,https://patents.google.com/patent/US11245440B2/en
US-11323269-B2,Preserving privacy of linked cross-network transactions ,2022-05-03,https://patents.google.com/patent/US11323269B2/en
US-11200260-B2,Database asset fulfillment chaincode deployment ,2021-12-14,https://patents.google.com/patent/US11200260B2/en
US-11222281-B2,Cloud sharing and selection of machine learning models for service use ,2022-01-11,https://patents.google.com/patent/US11222281B2/en
US-11222138-B2,Privacy-preserving machine learning in the three-server model ,2022-01-11,https://patents.google.com/patent/US11222138B2/en
US-10803315-B2,Electronic device and method for processing information associated with food ,2020-10-13,https://patents.google.com/patent/US10803315B2/en
US-11915464-B2,Method and a system for creating a medical image database by means of a convolutional neural network ,2024-02-27,https://patents.google.com/patent/US11915464B2/en
US-9708667-B2,MiRNA expression signature in the classification of thyroid tumors ,2017-07-18,https://patents.google.com/patent/US9708667B2/en
US-10805185-B2,Detecting bug patterns across evolving network software versions ,2020-10-13,https://patents.google.com/patent/US10805185B2/en
US-10359271-B2,System and method for tissue differentiation in imaging ,2019-07-23,https://patents.google.com/patent/US10359271B2/en
US-9949714-B2,"Method, electronic apparatus, and computer readable medium of constructing classifier for disease detection ",2018-04-24,https://patents.google.com/patent/US9949714B2/en
US-10904235-B2,Predicting input locations for data aggregation using machine learning ,2021-01-26,https://patents.google.com/patent/US10904235B2/en
US-10498941-B2,Sensor-synchronized spectrally-structured-light imaging ,2019-12-03,https://patents.google.com/patent/US10498941B2/en
US-11223915-B2,Detecting user's eye movement using sensors in hearing instruments ,2022-01-11,https://patents.google.com/patent/US11223915B2/en
US-8897563-B1,Systems and methods for automatically processing electronic documents ,2014-11-25,https://patents.google.com/patent/US8897563B1/en
US-10113910-B2,Sensor-synchronized spectrally-structured-light imaging ,2018-10-30,https://patents.google.com/patent/US10113910B2/en
US-10235606-B2,Method and system for convolutional neural network regression based 2D/3D image registration ,2019-03-19,https://patents.google.com/patent/US10235606B2/en
US-11786319-B2,Multi-panel graphical user interface for a robotic surgical system ,2023-10-17,https://patents.google.com/patent/US11786319B2/en
US-11908565-B2,Force prediction for spinal implant optimization ,2024-02-20,https://patents.google.com/patent/US11908565B2/en
US-10085643-B2,Analytic methods of tissue evaluation ,2018-10-02,https://patents.google.com/patent/US10085643B2/en
US-11494976-B2,Neural rendering for inverse graphics generation ,2022-11-08,https://patents.google.com/patent/US11494976B2/en
US-10886008-B2,Methods and systems for determining the biological age of samples ,2021-01-05,https://patents.google.com/patent/US10886008B2/en
US-11687805-B2,Systems and methods for self-learning artificial intelligence of things (AIOT) devices and services ,2023-06-27,https://patents.google.com/patent/US11687805B2/en
US-10607341-B2,Rules-based processing and presentation of medical images based on image plane ,2020-03-31,https://patents.google.com/patent/US10607341B2/en
US-11693979-B2,Dynamic permission assignment and enforcement for transport process ,2023-07-04,https://patents.google.com/patent/US11693979B2/en
US-11748889-B2,"Brain image segmentation method and apparatus, network device, and storage medium ",2023-09-05,https://patents.google.com/patent/US11748889B2/en
US-9451886-B2,Probabilistic parameter estimation using fused data apparatus and method of use thereof ,2016-09-27,https://patents.google.com/patent/US9451886B2/en
US-11950961-B2,Automated cardiac function assessment by echocardiography ,2024-04-09,https://patents.google.com/patent/US11950961B2/en
US-11597148-B2,System and method of manufacturing a medical implant ,2023-03-07,https://patents.google.com/patent/US11597148B2/en
US-10406376-B2,Multi-factor control of ear stimulation ,2019-09-10,https://patents.google.com/patent/US10406376B2/en
US-12010178-B2,Intelligent edge computing platform with machine learning capability ,2024-06-11,https://patents.google.com/patent/US12010178B2/en
US-11544617-B2,Network-based machine learning microservice platform ,2023-01-03,https://patents.google.com/patent/US11544617B2/en
US-10482313-B2,Method and system for classification of endoscopic images using deep decision networks ,2019-11-19,https://patents.google.com/patent/US10482313B2/en
US-11056219-B2,System and method for determining and indicating value of healthcare ,2021-07-06,https://patents.google.com/patent/US11056219B2/en
US-10357218-B2,Methods and systems for extracting blood vessel ,2019-07-23,https://patents.google.com/patent/US10357218B2/en
US-11922646-B2,Tracking surgical items with prediction of duplicate imaging of items ,2024-03-05,https://patents.google.com/patent/US11922646B2/en
US-10637783-B2,Method and system for processing data in an internet of things (IoT) environment ,2020-04-28,https://patents.google.com/patent/US10637783B2/en
US-11925469-B2,Non-invasive cardiac monitor and methods of using recorded cardiac data to infer a physiological characteristic of a patient ,2024-03-12,https://patents.google.com/patent/US11925469B2/en
US-10296880-B2,Invoice analytics system ,2019-05-21,https://patents.google.com/patent/US10296880B2/en
US-11464585-B2,Ultrasound localization system with advanced biopsy site markers ,2022-10-11,https://patents.google.com/patent/US11464585B2/en
US-10949968-B2,Systems and methods for detecting an indication of a visual finding type in an anatomical image ,2021-03-16,https://patents.google.com/patent/US10949968B2/en
US-11424791-B2,Machine learning model selection in beamformed communications ,2022-08-23,https://patents.google.com/patent/US11424791B2/en
US-RE49996-E,Methods of manufacturing devices for static and dynamic body measurements ,2024-06-04,https://patents.google.com/patent/USRE49996E1/en
US-10735470-B2,"Systems and methods for sharing, distributing, or accessing security data and/or security applications, models, or analytics ",2020-08-04,https://patents.google.com/patent/US10735470B2/en
US-11137163-B2,Environment monitoring and management systems and methods ,2021-10-05,https://patents.google.com/patent/US11137163B2/en
US-11836915-B2,System and method for estimating a quantity of a blood component in a fluid canister ,2023-12-05,https://patents.google.com/patent/US11836915B2/en
US-10749768-B2,Using a multi-network dataset to overcome anomaly detection cold starts ,2020-08-18,https://patents.google.com/patent/US10749768B2/en
US-11222052-B2,Machine learning-based relationship association and related discovery and ,2022-01-11,https://patents.google.com/patent/US11222052B2/en
US-10872698-B2,Method and system for enhancing medical image-based blood flow computations using physiological measurements ,2020-12-22,https://patents.google.com/patent/US10872698B2/en
US-11663518-B2,Cognitive system virtual corpus training and utilization ,2023-05-30,https://patents.google.com/patent/US11663518B2/en
US-12045195-B2,Efficient configuration compliance verification of resources in a target environment of a computing system ,2024-07-23,https://patents.google.com/patent/US12045195B2/en
US-10835449-B2,Modular components for medical devices ,2020-11-17,https://patents.google.com/patent/US10835449B2/en
US-11875400-B2,"Systems, methods, and apparatuses for dynamically assigning nodes to a group within blockchains based on transaction type and node intelligence using distributed ledger technology (DLT) ",2024-01-16,https://patents.google.com/patent/US11875400B2/en
US-9463072-B2,System and method for patient specific planning and guidance of electrophysiology interventions ,2016-10-11,https://patents.google.com/patent/US9463072B2/en
US-10909675-B2,System and method for tissue characterization based on texture information using multi-parametric MRI ,2021-02-02,https://patents.google.com/patent/US10909675B2/en
US-11928894-B2,"Method, apparatus, and system for wireless gait recognition ",2024-03-12,https://patents.google.com/patent/US11928894B2/en
US-11455493-B2,Explanations for artificial intelligence based recommendations ,2022-09-27,https://patents.google.com/patent/US11455493B2/en
US-10831762-B2,Extracting and denoising concept mentions using distributed representations of concepts ,2020-11-10,https://patents.google.com/patent/US10831762B2/en
US-10169647-B2,Inferring body position in a scan ,2019-01-01,https://patents.google.com/patent/US10169647B2/en
US-11847113-B2,Method and system for supporting inductive reasoning queries over multi-modal data from relational databases ,2023-12-19,https://patents.google.com/patent/US11847113B2/en
US-11631340-B2,Adaptive team training evaluation system and method ,2023-04-18,https://patents.google.com/patent/US11631340B2/en
US-8625869-B2,Visualization of medical image data with localized enhancement ,2014-01-07,https://patents.google.com/patent/US8625869B2/en
US-11257584-B2,Quantitative medical imaging reporting ,2022-02-22,https://patents.google.com/patent/US11257584B2/en
US-10798339-B2,Telepresence management ,2020-10-06,https://patents.google.com/patent/US10798339B2/en
US-11253188-B2,Means and methods for personalized behavioral health assessment system and treatment ,2022-02-22,https://patents.google.com/patent/US11253188B2/en
US-11790554-B2,Systems and methods for augmented reality ,2023-10-17,https://patents.google.com/patent/US11790554B2/en
US-10303999-B2,Machine learning-based relationship association and related discovery and search engines ,2019-05-28,https://patents.google.com/patent/US10303999B2/en
US-10771313-B2,Using random forests to generate rules for causation analysis of network anomalies ,2020-09-08,https://patents.google.com/patent/US10771313B2/en
US-10065074-B1,Training systems with wearable sensors for providing users with feedback ,2018-09-04,https://patents.google.com/patent/US10065074B1/en
US-9569594-B2,Methods and apparatus for generating clinical reports ,2017-02-14,https://patents.google.com/patent/US9569594B2/en
US-11006100-B1,Smart glasses system ,2021-05-11,https://patents.google.com/patent/US11006100B1/en
US-11737826-B2,Systems and methods for preoperative planning and postoperative analysis of surgical procedures ,2023-08-29,https://patents.google.com/patent/US11737826B2/en
US-11288280-B2,"Systems, methods, and apparatuses for implementing consumer data validation, matching, and merging across tenants with optional verification prompts utilizing blockchain ",2022-03-29,https://patents.google.com/patent/US11288280B2/en
US-10417528-B2,Analytic system for machine learning prediction model selection ,2019-09-17,https://patents.google.com/patent/US10417528B2/en
US-10599731-B2,Method and system of determining categories associated with keywords using a trained model ,2020-03-24,https://patents.google.com/patent/US10599731B2/en
US-11536476-B2,Building system with flexible facility operation ,2022-12-27,https://patents.google.com/patent/US11536476B2/en
US-10341866-B1,Secure communication architecture for medical devices ,2019-07-02,https://patents.google.com/patent/US10341866B1/en
US-11836211-B2,Generating additional lines of questioning based on evaluation of a hypothetical link between concept entities in evidential data ,2023-12-05,https://patents.google.com/patent/US11836211B2/en
US-10026116-B2,Methods and devices for smart shopping ,2018-07-17,https://patents.google.com/patent/US10026116B2/en
US-11647903-B2,Smartphone-based digital pupillometer ,2023-05-16,https://patents.google.com/patent/US11647903B2/en
US-9974488-B2,Early detection of hemodynamic decompensation using taut-string transformation ,2018-05-22,https://patents.google.com/patent/US9974488B2/en
US-8682626-B2,Method and system for comprehensive patient-specific modeling of the heart ,2014-03-25,https://patents.google.com/patent/US8682626B2/en
US-11911203-B2,Method and system for registering intra-object data with extra-object data ,2024-02-27,https://patents.google.com/patent/US11911203B2/en
US-9661441-B2,System and method to reduce radio resource management (RRM) related signaling in machine-to-machine (M2M) communications ,2017-05-23,https://patents.google.com/patent/US9661441B2/en
US-11405150-B2,"Method by which terminal transmits data in unlicensed band, and apparatus for using method ",2022-08-02,https://patents.google.com/patent/US11405150B2/en
US-11876910-B2,"Systems, methods, and apparatuses for implementing a multi tenant blockchain platform for managing Einstein platform decisions using distributed ledger technology (DLT) ",2024-01-16,https://patents.google.com/patent/US11876910B2/en
US-11997723-B2,Method and apparatus for determining whether to perform transmission on a random access or a configured grant in wireless communication system ,2024-05-28,https://patents.google.com/patent/US11997723B2/en
US-11252664-B2,Method and apparatus for entering a connected state with a network for continuing transmission in wireless communication system ,2022-02-15,https://patents.google.com/patent/US11252664B2/en
US-10706545-B2,Systems and methods for analysis of anatomical images ,2020-07-07,https://patents.google.com/patent/US10706545B2/en
US-10368744-B1,Baselining user profiles from portable device information ,2019-08-06,https://patents.google.com/patent/US10368744B1/en
US-11456058-B2,Methods and systems for genomic analysis ,2022-09-27,https://patents.google.com/patent/US11456058B2/en
US-11308159-B2,Dynamic detection of custom linear video clip boundaries ,2022-04-19,https://patents.google.com/patent/US11308159B2/en
US-9129417-B2,Method and system for coronary artery centerline extraction ,2015-09-08,https://patents.google.com/patent/US9129417B2/en
US-11024066-B2,"Presentation generating system for medical images, training method thereof and presentation generating method ",2021-06-01,https://patents.google.com/patent/US11024066B2/en
US-10223610-B1,System and method for detection and classification of findings in images ,2019-03-05,https://patents.google.com/patent/US10223610B1/en
US-12079944-B2,System for viewing of dental treatment outcomes ,2024-09-03,https://patents.google.com/patent/US12079944B2/en
US-11996175-B2,Trusted third-party computerized platform using biometric validation data structure for AI-based health wallet ,2024-05-28,https://patents.google.com/patent/US11996175B2/en
US-9980704-B2,Non-invasive image analysis techniques for diagnosing diseases ,2018-05-29,https://patents.google.com/patent/US9980704B2/en
US-12041493-B2,Support of inter-GNB handover in higher layer multi-connectivity ,2024-07-16,https://patents.google.com/patent/US12041493B2/en
US-11252726-B2,Method and apparatus for reselecting Tx carrier for sidelink transmission in wireless communication system ,2022-02-15,https://patents.google.com/patent/US11252726B2/en
US-11622300-B2,Method and apparatus for preventing loss of uplink data in wireless communication system ,2023-04-04,https://patents.google.com/patent/US11622300B2/en
US-9569593-B2,Methods and apparatus for generating clinical reports ,2017-02-14,https://patents.google.com/patent/US9569593B2/en
